Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Hamweddel;Gemeinde;Rendsburg-Eckernförde;408;497;470;454
Handewitt;Gemeinde;Schleswig-Flensburg;8.789;10.008;10.746;10.968
Hanerau-Hademarschen;Gemeinde;Rendsburg-Eckernförde;3.101;3.136;3.041;2.990
Hardebek;Gemeinde;Segeberg;457;498;465;459
Harmsdorf;Gemeinde;Herzogtum Lauenburg;263;219;283;308
Harmsdorf (Ostholstein);Gemeinde;Ostholstein;762;738;676;654
Harrislee;Gemeinde;Schleswig-Flensburg;10.818;11.319;10.909;11.285
Hartenholm;Gemeinde;Segeberg;1.652;1.723;1.772;1.832
Haselau;Gemeinde;Pinneberg;1.062;1.072;1.057;1.048
Haseldorf;Gemeinde;Pinneberg;1.539;1.639;1.706;1.770
Haselund;Gemeinde;Nordfriesland;783;869;910;884
Hasenkrug;Gemeinde;Segeberg;337;369;356;336
Hasenmoor;Gemeinde;Segeberg;643;676;686;717
Hasloh;Gemeinde;Pinneberg;3.171;3.452;3.312;3.568
Hasselberg;Gemeinde;Schleswig-Flensburg;947;1.052;892;844
Haßmoor;Gemeinde;Rendsburg-Eckernförde;268;293;278;262
Hattstedt;Gemeinde;Nordfriesland;2.124;2.376;2.542;2.557
Hattstedtermarsch;Gemeinde;Nordfriesland;327;317;304;290
Havekost;Gemeinde;Herzogtum Lauenburg;121;137;159;178
Havetoft;Gemeinde;Schleswig-Flensburg;852;871;924;956
Hedwigenkoog;Gemeinde;Dithmarschen;270;259;241;212
Heede;Gemeinde;Pinneberg;609;688;689;743
Heide;Stadt;Dithmarschen;20.633;20.523;20.768;21.422
Heidekamp;Gemeinde;Stormarn;377;476;452;427
Heidgraben;Gemeinde;Pinneberg;1.945;2.170;2.447;2.634
Heidmoor;Gemeinde;Segeberg;245;291;320;302
Heidmühlen;Gemeinde;Segeberg;634;669;715;697
Heikendorf;Gemeinde;Plön;7.669;8.055;8.193;8.150
Heiligenhafen;Stadt;Ostholstein;9.119;9.244;9.078;9.126
Heiligenstedten;Gemeinde;Steinburg;1.341;1.643;1.591;1.534
Heiligenstedtenerkamp;Gemeinde;Steinburg;707;746;713;727
Heilshoop;Gemeinde;Stormarn;598;606;581;550
Heinkenborstel;Gemeinde;Rendsburg-Eckernförde;165;162;141;144
